
Predictions were generated on 12-May-2017 at 08:48:44 using AeroDyn_driver (v1.02.00a, 12-Apr-2016)
 AeroDyn (v15.04.02a, 10-May-2017)

Case 14: WndSpeed=1 m/s; ShearExp=0 ; RotSpeed=170 rpm; Pitch=1.75 deg; Yaw=0 deg; dT=0.5 s; Tmax=5.6 s

     Time           	RtSpeed   	RtTSR     	RtAeroPwr 	RtAeroFxh 	RtAeroCp  	RtAeroCt  	B1N1Cl    
      (s)           	(rpm)     	(-)       	(W)       	(N)       	(-)       	(-)       	(-)       
         0.0000	  1.700000E+002	  6.782701E+000	 -1.775078E+001	  1.046526E+002	 -7.800402E-002	  4.598854E-001	 -7.951209E-001
         0.5000	  1.700000E+002	  6.782701E+000	 -1.775077E+001	  1.046526E+002	 -7.800402E-002	  4.598854E-001	 -7.951209E-001
         1.0000	  1.700000E+002	  6.782701E+000	 -1.775078E+001	  1.046526E+002	 -7.800402E-002	  4.598854E-001	 -7.951209E-001
         1.5000	  1.700000E+002	  6.782701E+000	 -1.775077E+001	  1.046526E+002	 -7.800400E-002	  4.598853E-001	 -7.951209E-001
         2.0000	  1.700000E+002	  6.782701E+000	 -1.775077E+001	  1.046526E+002	 -7.800401E-002	  4.598853E-001	 -7.951209E-001
         2.5000	  1.700000E+002	  6.782701E+000	 -1.775078E+001	  1.046526E+002	 -7.800402E-002	  4.598854E-001	 -7.951209E-001
         3.0000	  1.700000E+002	  6.782701E+000	 -1.775077E+001	  1.046526E+002	 -7.800402E-002	  4.598854E-001	 -7.951209E-001
         3.5000	  1.700000E+002	  6.782701E+000	 -1.775078E+001	  1.046526E+002	 -7.800405E-002	  4.598854E-001	 -7.951209E-001
         4.0000	  1.700000E+002	  6.782701E+000	 -1.775079E+001	  1.046526E+002	 -7.800409E-002	  4.598854E-001	 -7.951209E-001
         4.5000	  1.700000E+002	  6.782701E+000	 -1.775077E+001	  1.046526E+002	 -7.800401E-002	  4.598853E-001	 -7.951209E-001
         5.0000	  1.700000E+002	  6.782701E+000	 -1.775078E+001	  1.046526E+002	 -7.800402E-002	  4.598853E-001	 -7.951209E-001
         5.5000	  1.700000E+002	  6.782701E+000	 -1.775079E+001	  1.046526E+002	 -7.800408E-002	  4.598854E-001	 -7.951209E-001
