
Predictions were generated on 12-May-2017 at 08:48:43 using AeroDyn_driver (v1.02.00a, 12-Apr-2016)
 AeroDyn (v15.04.02a, 10-May-2017)

Case 1: WndSpeed=1 m/s; ShearExp=0 ; RotSpeed=60 rpm; Pitch=1.75 deg; Yaw=0 deg; dT=0.5 s; Tmax=5.6 s

     Time           	RtSpeed   	RtTSR     	RtAeroPwr 	RtAeroFxh 	RtAeroCp  	RtAeroCt  	B1N1Cl    
      (s)           	(rpm)     	(-)       	(W)       	(N)       	(-)       	(-)       	(-)       
         0.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254538E+001	  1.183533E-001	  2.748494E-001	 -7.951209E-001
         0.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         1.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         1.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254538E+001	  1.183532E-001	  2.748494E-001	 -7.951209E-001
         2.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         2.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         3.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         3.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         4.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254538E+001	  1.183533E-001	  2.748494E-001	 -7.951209E-001
         4.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         5.0000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
         5.5000	  6.000000E+001	  2.393894E+000	  2.693274E+001	  6.254539E+001	  1.183533E-001	  2.748495E-001	 -7.951209E-001
